password,hashed_password,strength,weak_property
Wk0mqmk,63b9edace05f1f724d49f8b80746b227db04c88519893b1729bf45485c676fd9,Weak,Too short (<8 characters)
&D2bkv,b2b10efb26a832b7090273ca928b23d1c6ed1ca98b0e5c4765f5cfd10d2ed07e,Weak,Too short (<8 characters)
Von#zbt?5SbBJ,d6270d5c73f1add3521e2d68075f9cd4fda4fe2784b31be3194431b91167f7cd,Very Strong,Good balance of characters
DspYUr@,2fbed9efd21eba7bf8cef67515d7ba01f2680b621d61bd39e94e395518671fce,Weak,Too short (<8 characters)
f0sfirZFVh0,268f85288c2b8fb68f981741d02a452378ff7e2cfbc524c0b0a0b070b1345069,Medium,"Include at least one special character (@, #, $, etc.)"
rui1zyuL?y,8a2fb504630021c8f53910f5f876dcc406a189038a3bbc56a02ea02c0b523f13,Strong,Good balance of characters
l0ESKMqzGO,9004b34956198aff7a6f32c9323095db3fdd4bc9986cc8422a86044b2ac40144,Medium,"Include at least one special character (@, #, $, etc.)"
M%6tiEFkYM,98a6be01dff4facaee7f347a6f4b286ab365bd70730f320abae383bea41c14e4,Strong,Good balance of characters
zn3pXiDW*Ye7wmh,a55ca456cb1d3b82cb8accde2a5d2faf10ca6407b13773a70dd415de2a320783,Very Strong,Good balance of characters
10HvffktfpUHiGOP,498191eb9cd8ccc5a85e37a9679b5eaf6dc0fe0467aa27107a777f73ce2b12b6,Medium,"Include at least one special character (@, #, $, etc.)"
CJDcm2P81,397cd6eb19b39c86fa787fb7e7326b4755f7e425f29fc68e22b04951a9a1a292,Medium,"Include at least one special character (@, #, $, etc.)"
3?bDIXVVRVZnv7d,81c61b76e4300fece169466f5aa8361158655594d25ced304fc48c674404ca5d,Very Strong,Good balance of characters
XN0yXTGp,0ddcb00047fb62c1b33eca37e26701bbd0db61aaaec5a12dacc3e49897897b0d,Medium,"Include at least one special character (@, #, $, etc.)"
xKWV9oJOpaRdb&o,13ccd4f3fb36027181b9c3cc343baf359cedfa9eb6d015fab25fa180b06c6d9d,Very Strong,Good balance of characters
TDmuHyOCxg3,6ec95afdd8ba9ababa584fa02e0b9c3cfb2f6fcb1cdcf1e0e0fa5ab2db1d6e3e,Medium,"Include at least one special character (@, #, $, etc.)"
fAuAt,21c0d68ddc3f5622e976fb95e7dd7105ec4f5c42a6debb425f9dec10f9b8b085,Weak,Too short (<8 characters)
ATWjNm6tgfGSD,3e76bd9291b1a655046026f67ccb90caa57ae8435b1c21fcee9191a50efdcc21,Medium,"Include at least one special character (@, #, $, etc.)"
rEd3%tZmecj$N,6ed48e3d917bcebd9c2745a254f4761beba0104c25bf7e8c3e8a3146659513cc,Very Strong,Good balance of characters
%iRT*piR,ab4b2ad0326a39fb4c1a1ab185729cc2437effd7c7c971bc33f47c8e1520de91,Medium,Include at least one number
rlJiEzPWN,b2d9a109747e25dc44c84cb9bdba18a90e2c1452ae6b1fdb57f3514576e34fd1,Medium,"Include at least one number, Include at least one special character (@, #, $, etc.)"
T%%7QQk$hNfgis,3708f4dbd258e9762f0fb93dbbd81e685495e7c4512f90f2dcc7d1c8f717b69f,Very Strong,Good balance of characters
eEL0R4W,59a27b781c01e2f4b7afa0690df2113b4e21f4d0b9d8d457dc056654b10816aa,Weak,Too short (<8 characters)
YgrUNnicV%ogN,ec7ac372b10b44e90f95c6676c26d4f751b46f27fb1d10489c34af64fef27bea,Medium,Include at least one number
tzpLMs3UwEU,6266736bea15d28686e7e8160f8444dfe97e5788ae32bb006673d7925f431c35,Medium,"Include at least one special character (@, #, $, etc.)"
rfi*xVy?%,8531c16ce42047d79cd80f33e61aceb949046998ae50170feec0a77a486d903b,Medium,Include at least one number
dt4m6DDW,14bc593c36385330ae16b355a8ed2335bcda4500623d682431ce43203140a19b,Medium,"Include at least one special character (@, #, $, etc.)"
R6UCpAULsCEHq,6b3e38a895ed9934ce5187dac0c67a7e19d89ad60e1c1dbc3d56a74b5390370e,Medium,"Include at least one special character (@, #, $, etc.)"
IsIPlo,ffb6f60bd0665f6fc35d3fc44f5ad729cb729e4920d8cd878f9abf39be845a52,Weak,Too short (<8 characters)
7?v1I5rkAOEGL,63efbed9b4e066c19dd07ad0274f81fd57c467435e6da0b100ed38c91d1bfbf4,Very Strong,Good balance of characters
KJX*iFg,fee30e710f6e911e501dfb1c310a3000560abed73adb65808329f5e0a884205b,Weak,Too short (<8 characters)
wr2EU,adacae29474ab1801ca80583670b0b9bd9855392aecb48371eccb11e40cbe28f,Weak,Too short (<8 characters)
pvNRNwWGq%RA,8666bc0a9cb811ffe0a7854d8598b45d69d021e38176fe9d3a0ed47b8244c0c0,Medium,Include at least one number
eVH#Abz8J8KEdB1V,7ef0af168d00839c10ebe5ea93c2fcec7dc353f88fa480e56dab0b6bddbc9891,Very Strong,Good balance of characters
%I4qiKw1z33d6T,b22fd4fd039cf2279c411ed85431681521fde362cd585ecdab3a1f7345eca658,Very Strong,Good balance of characters
yq!nz?w5A,32ab0fa6663f6894c6d5d4f88ed4628ff774129da2b6a53944ba175d61b23971,Strong,Good balance of characters
lLdG?YYIsM4Zi,8069514e804dfd6ddbb556c95e755f2306dd89712081f69f2cba0435c68fd1ab,Very Strong,Good balance of characters
szR3rdc!%u2x,780bb7eb1c319940cc4b7b4beea3f66320f22b9c3c0ccda389a47bde30ddf0dd,Very Strong,Good balance of characters
%7Mm8oep,b4f6908bc844ed153b4aa0a8c24c9a5baeeb7f2189e7fdd776e502602fad0e9d,Strong,Good balance of characters
6QSC&J,7ade2c88ea3d4c3f66744782919ecf3bfd9fbafc834f24cf04cfb4e0053b9153,Weak,Too short (<8 characters)
%M#0o7Xk@g4NM,b7acbe048ed4a127c5d7f186d42db4c015de6727b40afa93230dbbf17944f1ac,Very Strong,Good balance of characters
6zTmMqw#sF%0M,27d4517e38cd85a62070c1ede6e489f2c1d920cf85c4f8bb0b20d044f2aab4fa,Very Strong,Good balance of characters
MXufykk%F,807727d640fc21fd81653a28c1d0061512828e9e04255584f7356f97b2b024e4,Medium,Include at least one number
L1p3j,8ee0e5d20c7861b8a0c889ff447e31c0da92ef5729589cf607a7c7975340be1b,Weak,Too short (<8 characters)
fBmCw,63cb20ef0340d74cb4e54c49cda6bbd4e7771b14e36d48cf0766e69d36c1354b,Weak,Too short (<8 characters)
#lKNb9!DT,7245de4d4e1728b641df96010d22c8008f9a8b65d4812dffd74308c60cc00d3c,Strong,Good balance of characters
7c$RbV*Ft,e969fb5737dc68f58eab602bdf27f205311aa6a041f6a6dd24fe0039d495adee,Strong,Good balance of characters
Yh1RvL,041ca008aed61d7575ea9e2c557e4a0933b3117eeb3307030f0414a7f66db3a2,Weak,Too short (<8 characters)
umYXthl#KAT,b6e578b764704e465ae79031c50902cf86b9b55628bd19428f0617c86d14f22c,Medium,Include at least one number
ieLP42F,706b2c48e574f31065bf5580f078f2d828df7a64adfa96b8b61c1c802f0209c2,Weak,Too short (<8 characters)
8x#UC4XhcdvOTZ,bf09440382db9694bc198ae95162c8686dad17cd81ff21f16dd817e7fb0efc08,Very Strong,Good balance of characters
IspWtL,22953ae74c806802d4f6596444297cf459ba532c6874261634e6ef8d97611f92,Weak,Too short (<8 characters)
vz@xbt6uRqmf7yd&,27e5eb5da255801fd784b28b4893560d776ac7a4d2e1b1e2c61bb84d1372e632,Very Strong,Good balance of characters
undHd0C7R,f0ef5f742ab084a56d1ef4a174a4e5f7567215a2b6c9db2c0c713261c350a5b4,Medium,"Include at least one special character (@, #, $, etc.)"
O?RAb3e,a3bfab99416737fce7a80a36d8cd5f93a5adaad33b75adb99acd2ef9966492f7,Weak,Too short (<8 characters)
HqWbh*M6YNzEI1Rw,ad459a06dcb4d1530de5798cb660ade41cc38d025ac3b09c6116530fc205122d,Very Strong,Good balance of characters
pu8i7H@RmKTp?,b7458985caa79013e1c481b20e5ae4b9017142d766731d1386f92c163f84ae49,Very Strong,Good balance of characters
XkY95VqFU*29V1s,738a7a361757ebfeb3bcf130ef63e131fd312e326bde0b878a9d657766c4c41b,Very Strong,Good balance of characters
h3pOo7LnLwt0RnW,572ce71c1430fa7ebb125b0026215c457c037dcab1cb714c0b420809847e76b6,Medium,"Include at least one special character (@, #, $, etc.)"
ZSg2FvqF1@QdwAW,6c425f86b711c2b86c7521624661e8527e18127354562fbb60fc09bb487ab463,Very Strong,Good balance of characters
$*cz#D*e9UB7,718f84325f2ef754ccbd9d6b8aab1038bcbb176a464bb7429e87ec56961db270,Very Strong,Good balance of characters
Be!%mNIO,436d0fc63c53b321b9bab5592655751265f815275015a2e0c1c0b6d6d188e116,Medium,Include at least one number
J6xDvi?,91a1dc13a1fe509f8949915bafe074659d151f720bd59fa2a1ff743ac94822bd,Weak,Too short (<8 characters)
TH*5sx9,fee419c5f20f5461db85ec64b44bb81e09f6920b95e34aa6a5d19a8dbc0de831,Weak,Too short (<8 characters)
74a9fqvDN$,c96c6f8f8a666d36bd78fddb643c72e9a10c4793a81515e027afd8cbb787440e,Strong,Good balance of characters
h71vOyHPKPG,fe2228126420e983214160f99c57a0a8f0a7b959d2f1401725b9ca758e8ed106,Medium,"Include at least one special character (@, #, $, etc.)"
a!GHb%jmHf,2ebf515a656fb2caf4ab48ffda12edb75f7e13b444b1301e916156e456fd3167,Medium,Include at least one number
#iJLb$3a3fYHB,554f74d73ac098e86a38b871ee409646b42dcbcc4ebb541d8059ab8f9b28f096,Very Strong,Good balance of characters
06zQvT!30i@gfU,c2e6621fc5766734958a0479f92885926191b293316829effd003f98cfd38dc8,Very Strong,Good balance of characters
%fdJ6NF14M,bcc0120b2d5bde16a5eef7671a21e70d765f07a22f00471569faeb7ac03c1e2d,Strong,Good balance of characters
J#KFdAmgmwlr*Q,b4114f1c0b38c4711aa953bed3824c0bb7e68b8b21f898e4d885b4585350b658,Medium,Include at least one number
ZnPC6KueY4Ks6,e2ed452518acd660aded08f92e3292964b2e97fa2008653756e09be5f382937e,Medium,"Include at least one special character (@, #, $, etc.)"
Ay@GJb6wIk,09754eb7b3e1088bcefc839eb0cb9c0e848e029d0302ff2037ff714cda04d625,Strong,Good balance of characters
JmKM@K&1,aad861e7f83ba39ebf4981e114e6129e9a05eda36138a0ffc446570950c4def2,Strong,Good balance of characters
GSC?40BkK!VF,cf243325427d39e882cd6f8d3a71d7d7aab096b427fb6e15e76b2561bd0fb576,Very Strong,Good balance of characters
DH5YF1RVOANzfTb,7392c2693217d34074bb80b0a3c8e9bd3d98cfeee54538b4d5c59460f118c704,Medium,"Include at least one special character (@, #, $, etc.)"
YwpsYs86ljN7lA*T,26f3ae71fe5a09d9a3a101fc71bc19c22f7e762ec4405ae362f4d0f02ab855ac,Very Strong,Good balance of characters
wAV8VcoGhoIub!H,6f4ccfca12eb492c470aaaa6ceb999c549f3d252924a14a316e2a66e62e725ef,Very Strong,Good balance of characters
U&4@Kzm,9c66ff4aebe5b1c42f4fca6ef8557f2285e096d07bc305da939376c854f1d6a3,Weak,Too short (<8 characters)
eLFe1,7ac928191aeaf2f5b797e72d0f7f8a0c83686dafcbdf612884b393562964bb01,Weak,Too short (<8 characters)
tYihnysIe1P?h,11630fe68dedfe24ab389c5b69ffd707cd31502cd3c0c0207fb74c99f06a2208,Very Strong,Good balance of characters
6AChT$,16b886cd553ba340940e0eeba734578137e22bc0473449f32c4a02a94b2d23a3,Weak,Too short (<8 characters)
1hc8iI$,16ce6139d1bf606c547d88aacfc3123ddae452f58c85808c07b176b121f4c2c9,Weak,Too short (<8 characters)
5EVeFOKxbs3ba,a634141a4ff56a24419a7dac5b5e31dfd9f31958fa9ee89cad93f65119ec4227,Medium,"Include at least one special character (@, #, $, etc.)"
Nh@k&Q,fdf017c4ad98ab9d42bce125d7f0237af89ac836dd07e6315a89c07a2ad1c2ed,Weak,Too short (<8 characters)
4mdSovt5t3CMwh,2ba3164af76538ebf236d6dcb83ccd007c06bb3d84bae5edd1834f7ae91d446c,Medium,"Include at least one special character (@, #, $, etc.)"
OZMK64X2YYh,c24145eac13e3c0711fe496b2f5ea8debde0e223e489c6ec057724db426b10f6,Medium,"Include at least one special character (@, #, $, etc.)"
yo$iXeSG88Rxd,3fb5c06c9a2a32f3537cbed0dfc6b37a0e971df95bd645691579997b88eaba59,Very Strong,Good balance of characters
fyzrFC,2d460e67715c9ab38f90619411fc77ed02a21eaeb4440f66f27efb4bba4a748f,Weak,Too short (<8 characters)
td%rS,5ba76a41be1fc581a16949f768a4d84081ed702b7b041f5ccdc369255f9c39c1,Weak,Too short (<8 characters)
TMq3ZEZ,8d9dc01c1d0753d85af0b2f9a3f78c769255ed32e9cafa252ff4c978bf0641aa,Weak,Too short (<8 characters)
V5y3rMjZ,82046740d736e0ceeb8a83e198e8ad46bfdce685a5ef714cc5ba3128ec463be8,Medium,"Include at least one special character (@, #, $, etc.)"
eLCv5qWz!#HUa,234b3cde8e1d81a88b92f8bdf6ea9961a4366a4cbdfc1e02c77592a3737bd19b,Very Strong,Good balance of characters
SY?S6zO?LotgjU,c7401ed3c6c8b7fee2017baf8a630d096df61e8b426ca226b65f8a319669ad1b,Very Strong,Good balance of characters
9fBoMzZt40@#li,255986c68d0b98a812af6977ad9a74669cb4fde932d251d6e182222e3703c1be,Very Strong,Good balance of characters
fnFMi6z%1GCI,4d89adf1f5eebc49a249d13038fd8bd210de06f075548145b81f5d8fbdd13b57,Very Strong,Good balance of characters
xk3KY,9b763cd4fe09080d8acafbdfeba33ab550e92f3b92b096c65215683b5d2265e0,Weak,Too short (<8 characters)
hqc!68yFdIKB!a2V,5bfba8ed628e96ebff560ebda9ded0425b916e5976b06063a85463b99310c508,Very Strong,Good balance of characters
WMyzKOP,476c206dfe05843993413de7de70421e02e0ecfa962e098427ed370fadda3420,Weak,Too short (<8 characters)
Wq9z8M!GytN,127e4a7225fa7e3938931f33aa5f95dd050d8c0e0c8197a2b84d1271f00072f3,Strong,Good balance of characters
FcCUwNq#yJ1is,f3296aa1f9a016a9e3e9c1fd7cf5d0b869cc319161e9b08d3ce4a034fdcf2083,Very Strong,Good balance of characters
*SWKhsx,8d987f0904295eae50db9784e3a05abd79bbd56c834a86ecec0094d2997c79a7,Weak,Too short (<8 characters)
*WT20FdwmR,f871909e5302a21a7f49990643b6badfefb6c581250561cc24025d3e1f369315,Strong,Good balance of characters
68O1s7mr!1,6b735e9fe7edc9a916e0ba08ad0f5c073b43c1490e0fa9250d0d11ce2fbcc30b,Strong,Good balance of characters
VAc6B&#LMC%,1f33249d94223ec90edc1c8bf31c290b56d00eae3970982c5db99b3b1817f5f7,Strong,Good balance of characters
0C&Q%,8c33d4596e81d6c8126ace032f95eb4e0c7574081c9455c54b0305f97b0f791b,Weak,Too short (<8 characters)
P7g&vzeG,d7d91c75a207604d5ef64129b0cca368b4f0344a5a459ec72e53369620355152,Strong,Good balance of characters
t5t1g,2dd9705d47b342ff33b0a429ef4ce452678663a591aff6734aeca32b5bbaed94,Weak,Too short (<8 characters)
a7zV!pgGqMQ,0c0a5195d618c07465cc78c8d3011d769f0f042b8b8c464c8bc12e65696e4a13,Strong,Good balance of characters
LuKQWPImeDPP5,e50e5aecc5036f5ed60ac8265f2d6647c026bd973b0e65199bfe89d1a3090869,Medium,"Include at least one special character (@, #, $, etc.)"
R!5yS7b,294e3e388972d9276c2433b5f093b52bcdabbdd96320627fb63f092e5a6b78d3,Weak,Too short (<8 characters)
HV$Sf,8a7e64b83a3070e73ec0e1fd4f203b510806d02f38cc138db72e9b37a8b565ec,Weak,Too short (<8 characters)
?EuaL!h9KGo,7166d45cc6ba2c44cef527aef83b3ea62361b248dbec650d1e5d7e981b4f783c,Strong,Good balance of characters
@Pje$,f88c9eb8cd97b4c3b4442e2873e061b6e784456b35f35a964997706a5b4c1f26,Weak,Too short (<8 characters)
hD#LZy?eYZ2Gsy?,afaaa4e6546d91a6a327f049a2f0ae9e836f0328145b223ecc7e1e4212e99038,Very Strong,Good balance of characters
?G0vip@aN2nJy,823d01c7771dd0339b02daddaa58024884f8d3f8f4b232879f152a5b3c1b4fd4,Very Strong,Good balance of characters
@mgRjiHKrv,e77f48e7b81895e9f3c3c69308b845465b1fc197316e842f466dfbc26ecf4ed6,Medium,Include at least one number
E7H2OA,6413d5086bf12985cab1fb7782923dde395aec33f91e4b68d2729c49aa7177d3,Weak,Too short (<8 characters)
Cx*b4%E,3f0796db44eb25e154d0d3a85165fa660742a6f7e9fe24363625d23396c94140,Weak,Too short (<8 characters)
Qn7RJJZX%q,7d0076569fa933ccf9fa424953217c2d58559ac05e40e5443abe3cf000b65714,Strong,Good balance of characters
mlUGj3qlScVR,f2ae9282c52b178d12e1cbdc3b2185b522b1673dd84420ce2272e640bf32bd41,Medium,"Include at least one special character (@, #, $, etc.)"
bHcgiB%S@,656cf78a4bb32f600cbc8b94d1d899327fa80aaa4199d91a586f7de37baa5fb9,Medium,Include at least one number
dl&pv,629cd579598f85e5897f50f6819b8f54ce7de1a9f5352c88962b225e11ebb41c,Weak,Too short (<8 characters)
40KLcUs0SgMU$pys,aaae541277d37c61a883f6018b18d14def37a074a31c655fb0dca1c2be16c55d,Very Strong,Good balance of characters
oiPUzOPKqUQI,7ddc7066ef7e32aafea7b5115e2ab7956de06c3501334981bffa7094d9bac0d4,Medium,"Include at least one number, Include at least one special character (@, #, $, etc.)"
N3E!?,a97a93bc2e0615b91a382a9e94417036dd9da332fa0c64c9d3fb71a10f1fc620,Weak,Too short (<8 characters)
tBY#GdfS2q,d6104b4eede3c02fa48cffe0e48767fdd99a4b1071116ebf39836a3393bfb0c6,Strong,Good balance of characters
9*T*PrYDDn4j@kP,afc1888a7fae9c5722217dd99e2d86c45cb537ba6c89ffc1ef62ad39da7f56c9,Very Strong,Good balance of characters
ZOGM9,d3b52eff9fb495ebc10e4587e2f60c36cad7d798e02a2f6745952f1ada16caf6,Weak,Too short (<8 characters)
p6kSWb8Apz,13d5b7eaec0e41420aafa740661d6f67ae1d428770278e5f57bc4da2702e901c,Medium,"Include at least one special character (@, #, $, etc.)"
pnprpmv@HayzRH,54d5bd69bf92d2cb24ac508219a353eb9c03991b8baafcaeee6c44a619fab2c6,Medium,Include at least one number
Bl6cxbE%JYVE,b72b5f7c5f9b94f3c72a4c35ecf8df1e5ec33dd7b906a91455b4beb22afba251,Very Strong,Good balance of characters
WwX0zlGh&T,d911f838ed5ade6080206224147a20f2862a31d04a61fca4925b0c7c06947045,Strong,Good balance of characters
3Q0f@t7bh*$CpK,4389133797cba985b62fcfaac3213676da6cf287f5bb2bfa1347b7db3062e8b6,Very Strong,Good balance of characters
X1Y@2,83cbbbd29dd23d3f786a218143f8362a9eef4547016dcf31c0a796036c049c0c,Weak,Too short (<8 characters)
j!P%4ud,aeb38d91ff1eeb37afa76adc37ee223cc0d69676e56bdf5842a660dddf255e53,Weak,Too short (<8 characters)
OLkFS,f46383717cd59419d801f4dfc7b4584f5578eb55a88551ca51da5c431f074a40,Weak,Too short (<8 characters)
hbCnXJebtaFCiY*k,34f431babdbaa118ec603b6b3f82dc8844db8dc996a8e1aeea5738c1270e65c3,Medium,Include at least one number
56z*98DcI,2a40c49733b866a0993f3276fdf7c8d01830c98982478eb2190d97b7e3fe8534,Strong,Good balance of characters
6pbNCmwAGIJ5,0e29de3c210d220d97639fd2e5ac888f0eae3b6e7a6e5f88502b16125b3aff19,Medium,"Include at least one special character (@, #, $, etc.)"
JzleU0qvZbG&gfJx,a16edefbc5834a51cddbb3418bd18d4e4b0ebc817594650486fe14f0500210b3,Very Strong,Good balance of characters
Kltq3KYHbpwax,0273730d12eeebf2292f7845ead5a402eeea4534889e4a9fdf1182cb9e4b8b9b,Medium,"Include at least one special character (@, #, $, etc.)"
veO86,536de06c8b9054a8ce37492ca15bbef757226349d468c2aa316cfe25725a4261,Weak,Too short (<8 characters)
cZ&RNubvvKVErX,e6ad95dff281d484be1ed7983094765e8fd7378441ba6cca7019603e32b4007b,Medium,Include at least one number
rY6Y@Xiz,ed5ac1212056b153183f377ae07be1a1158e5a800a1b4f2b182e46af5990a71b,Strong,Good balance of characters
HsASkY,f8398da8b3c51bbb79ceb018b73bcb6a59ffd7d0f5fc82435ce21c912f8f9e6e,Weak,Too short (<8 characters)
nT3Oxuf@O,f7980e46c0ac3bd3be0e64d6230dceb16c41a0b18f8665c1f3bb994196a80b41,Strong,Good balance of characters
FR&?&&,bb95fec4f4b6fac86b0b3fcf200298a1f247764db75b80f754b9bc5f0da13e97,Weak,Too short (<8 characters)
h2EJbTwKo,57dbaa931d6f894a487121cd2b777aa24cdb6b6762f7ba32bce693307e915a84,Medium,"Include at least one special character (@, #, $, etc.)"
1wAFstR7vRC9cCP,263ab1da0764b237f70d85b00911229dc1a66b3baec32572dc0cc9c08edf3e29,Medium,"Include at least one special character (@, #, $, etc.)"
RwP$Y*MpJ?,5b0546db5a789a97add118287f3ed475a86a3070f593786a9d94d82216975a09,Medium,Include at least one number
*zCgpSgY0U6nYd,95dc11b7236a755db1a36adc5c84c584814b2fdd469421b4194fbe1f7e98c515,Very Strong,Good balance of characters
R6r8w2g$d,766762f3d26ccb2515a7275fb1b778b24b8eab014597c93faccf3dd4cdead7ca,Strong,Good balance of characters
QxcGV,14944ad317a705c9de93143c24c729855a2287a7bb1cf0e8f590993f36350415,Weak,Too short (<8 characters)
DlfM9$,4994336a9e714c4170de8d1725b2c332373e152afd14c440a73d21f71ab5137d,Weak,Too short (<8 characters)
!4Efj*qu&G!C,496a7d29f3421204062c109e6a1724adb36b6a16a563c31f0a4d0b9ed78987bc,Very Strong,Good balance of characters
PzkfF?0p!,0cc031a3597a2837c7d6c51e765fdf7348577ed247098381b07829e0eb289dce,Strong,Good balance of characters
8&BiB,ce6f27a20dc3c80709a8158a1f58cc360438639bf63d43630de3c03e19a53d1d,Weak,Too short (<8 characters)
L@ZLvs1oDNZx$,9a86166003ff33d1e010247cef7676a6a041ebcf5c1304b377c6667415617f17,Very Strong,Good balance of characters
sW5crxFzLUP,89bdb3885589b1a6be47cf86ff705a04705896665e36f5c7432bf7c1309b3e39,Medium,"Include at least one special character (@, #, $, etc.)"
$g8Rgqkv,4851e016729158844e84606b3bbe28eb3b862426416616b446164fe0ca55dfd9,Strong,Good balance of characters
S&N!NP0?9Qx6O,0ab2eddbe2f5effa34c5c5cd9c79c1723e8d195b5d2250a104a7d322360fdb12,Very Strong,Good balance of characters
JROOG!g6mpmQM5,39f923941eaa469742c6e5a2ee341e8ca8053b8711ebb38ce07f1509e16578b7,Very Strong,Good balance of characters
VXxjHCDYcDq,436ade96886f1cd492c1ac3b52b0412caefa9201c0afedea375fc6d16f4c0940,Medium,"Include at least one number, Include at least one special character (@, #, $, etc.)"
QTtjd!mmdL,60a36f8609b885c833e06a3761133d25c3c323e8bfa1c1baa7b1767e2f7a0f9f,Medium,Include at least one number
5HgNUmX2,77a9a0aefdc89c8ae7831c626cdd89f345e9bea62c8ed7d6744cd771c644735a,Medium,"Include at least one special character (@, #, $, etc.)"
iB$KEoCsh%QBC,10310b1fde224c52a0c61c653f05006d26aeb50e7afe7d6d1d6c9417e30f68bd,Medium,Include at least one number
AK4jU2&fbe*BeI%,5deb5a5edcadd57b67564aa3b4f28222a84b27a8fbf5f13e6aff3342c0e53eac,Very Strong,Good balance of characters
Ohwc$,fa5615191ebb48157fa196dedb1db4771b588a99590e5fdb411123f87c115ff7,Weak,Too short (<8 characters)
pAJgRBy5?M%IS,5e4960d4e407df32b09a44c6aeab4e5e11bc6b0d20f2b76fbc5b5cc63e76fa1e,Very Strong,Good balance of characters
53wG7ndYQOq,38445b4bff8e77ac6681f09768f127de3c22e39afbe5085364332493abe79ce6,Medium,"Include at least one special character (@, #, $, etc.)"
Un!K!ndD*4L2g*,639446f70d4fba6fc0d05523e82634ca53139a99129d88bfd3bc3692b4962c7a,Very Strong,Good balance of characters
lR7yk4MWP,f91eb39e8205d68cb50a67ed1654a8b3a0f9767ac57f10d453555e7868923653,Medium,"Include at least one special character (@, #, $, etc.)"
X2#*M,2881c9a2f5d7e1e5311bd3023973dcfc4827f7c7679d3fdd510be028f394eec1,Weak,Too short (<8 characters)
czCnb@,8cde2d34d875e98e28e95a7c73b7f4b651b86c762d6378eb93ae052e29ae9fda,Weak,Too short (<8 characters)
AirzoVWV6mo?Xg,dcf6f8ae912c8a336b23111c6018ef146bfaf47e1a28697db5c77ed142235f6a,Very Strong,Good balance of characters
MLG5#y*OQ6mp,eee620ad0925d44bb97cda8c286990c0c45eaf37dd3780aa1a954c6579f0f240,Very Strong,Good balance of characters
sCp$14r,4cef8c66dfc1f9cf2cd94127b9450dbbf7529264566cee9259f3457872692551,Weak,Too short (<8 characters)
AK%e7,0dde7f431bc2dd9390ededdab7e28c9d7476772f9fd5138844d04428c029455d,Weak,Too short (<8 characters)
AexbPY!i$GuS2qu,131b7853652413ead0b48c806ce564c39c106c83e6a4ba7be55f8b6c3d83d37a,Very Strong,Good balance of characters
RK&P1,36da71d5aff37f15f525d9ae636879ec5ba34447fbc896f6930654464aa48474,Weak,Too short (<8 characters)
H$WMBd3LQf,c52451023bb6f07e2fb99ef664718e2efc67d11c46022dd23d8356fff1145b39,Strong,Good balance of characters
eol8K5aWF%!eFO,8d79034a2cbd56d7934ee31c02cafcff6a7c17da4d68848ac858330c5196fc78,Very Strong,Good balance of characters
4d#dI8qjZF*1dR,09d2e56f607efc9e523820a68610458ebb5b60ab2b436d563de0f12ffce61543,Very Strong,Good balance of characters
NjIvJ3%cq,eed709fdf6638486188b2dc3bf287b2d9aba71a6cf228e91020e2f0413a4b50a,Strong,Good balance of characters
JuN@Nb#Kd&h,5525320d94b1bc123a42e0e1c0ef0981b78f289ffd269520777f2bebaf1cc158,Medium,Include at least one number
nIIi9MbTafUpyI,15e46e2485806469cdcbdc76d27586e47f92fbcec04220cb436a388635db8f9b,Medium,"Include at least one special character (@, #, $, etc.)"
OVPzIUAE,008527f46b34926a864a42d7aa3f49540410c2e83cc082fc8df7a224f5fdb63a,Medium,"Include at least one number, Include at least one special character (@, #, $, etc.)"
np8aK6,c4370fccfcf41b6dc656d56471291a98d59c358c78b326325d052bece39cd335,Weak,Too short (<8 characters)
ZvUFWU775Swe4,096a444f44537c2809c4f6bd3ada580025715ab5fae2c0e1c30f219624bf3d26,Medium,"Include at least one special character (@, #, $, etc.)"
#G&Ojew#t@eV,a2f8bb7ddb001aa35127c18c0ed698cb1fcf595c5be8ce44fce00ea3267f6fbd,Medium,Include at least one number
b#Q6hQD,4bd39b9de227290635318e50a69963da4e34a22c82c60146d785535260e4ab55,Weak,Too short (<8 characters)
MtWIJF8t5,89ed0c67d6bda27a71fce148a430b679b5680c40b5ea97d0b3d0016c7fdf37ee,Medium,"Include at least one special character (@, #, $, etc.)"
a3g3UH61AZ5x?,4fbc9f284c8ec3973a0525e9f0ac377e1d4fa2dcc8074ecb3d3b29e1b898805f,Very Strong,Good balance of characters
IO5r2SIh8FS2Q6aZ,1f069a250c4ee59ec204fb1570fab26170dee737bc5fd7d195aae8d0ca4d13ac,Medium,"Include at least one special character (@, #, $, etc.)"
9ni0wPA4$zc50s1P,a64e1fa9618a5785e0ac7ee4e14aef7e6dce0475c028514fea35b8e3dcb13739,Very Strong,Good balance of characters
ntHwMLH,177957453866bec122e5b15fc26d42dbffec2d853799c262a2cb9f946b09058c,Weak,Too short (<8 characters)
qcG%4kRn,e37cf9916f1a5dd7dec848892e360a26baa1d147ab22c3feeba726815fa3766c,Strong,Good balance of characters
D8k8ekRZFmoukg2,9c0bb53d5fdba0b30467f6c250e46e12b1ebf5d3e7713363448d33d38e1dc408,Medium,"Include at least one special character (@, #, $, etc.)"
A7fHQ5B,8c7e5e9e8bdb31a684b691b17d4f9349e7adc9d80cffe588b6e6ed5de4a85115,Weak,Too short (<8 characters)
